0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
147.46396262063885,146.0253382486672,145.8683265676551,144.33632316999737,145.34674514890142,143.70103632598213,142.07258743491352,141.26384226708828,141.3812090449351,139.7660523175976,139.2813803584439,139.13879554877082,139.94194540467592,138.64022397845812,138.94912090580533,139.7975940394209,140.2836759219809,140.88397043689122,142.26390404105075,144.01518922735693,144.8190365132429,145.50349679055546,145.72038024624976,145.7864214593095,146.7994230692032,147.37260900389748,148.45714053931545,147.94985447327883,149.807722007855,150.14961195947564,148.96685014758165,147.34240086500046,146.33282331559616,142.34994410053193,140.68208494027363,138.73139699916047,133.02840691582884,129.5214919849609,124.44329506293687,122.39892526232458,117.16788796558434,115.54972097749116,110.59901725275729,109.55238014230201,108.91848095034436,106.8706775907118,105.69660848224454,103.78705852077033,101.42572445707451,99.56757801528703,96.78986185625294,96.78671991803425,95.47779128900582,93.79349075775072,92.22083951380424,89.71330749211965,86.74482694473868,86.95724086149042,88.33281805799903,87.04140884084921,83.46763962720539,81.15599981738922,79.69266856877236,78.393472047475,77.20912079884187,77.47155634632823,83.43874404110234,95.17339684696151,103.12206006495526,113.33913922949961,123.9554603863657,132.63262698072862,140.76744033826844,150.67952412241925,,,,,,,,,,,,,,,,
155.65119377553347,160.4706175149554,161.45971895136853,164.026684125193,164.82719201146116,163.0165181413138,160.24900782931886,158.2102407329901,157.5360489110569,151.6096509773951,141.46239334085118,130.79675139628944,122.92529514310085,118.13594753675522,108.74983699361198,103.65028994792846,97.21145984660967,94.16628667810629,90.83031548625802,84.99761465773474,82.4536987469296,81.56748348297538,81.08977121532669,80.2916121975437,80.70820044180829,81.58495541438747,83.29701125744863,85.82315111484701,89.53042264253426,98.77599504970887,108.73248493568416,113.00272114750489,117.6442868948542,124.27673131740063,138.20230345839133,149.48556598746916,155.68802376990396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.52633281229888,163.68498650915924,163.6663802727415,162.77356752384122,160.98870289818245,161.09174116770527,159.975660677501,158.14836044511998,157.495144938431,153.56199631252784,146.16799441711032,133.92777855348933,127.49826847312278,121.52684188726886,115.36321811262589,106.43954361980484,102.82681813037145,98.73906042666634,95.01228645681095,90.07355825146152,86.31780174483498,83.77939795251295,82.93226031930269,81.24986120301179,82.42179525007292,83.75162833496177,85.07822914559344,86.39302123768347,90.4212849041686,96.74251643919293,106.71566936312345,112.17114165194597,123.4533094540727,132.93189576523994,138.5818810544022,143.72836623160887,150.98377992441627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.56896736445532,163.81585920174282,167.19396379817425,169.7240694468531,169.70217249230546,165.45642106885077,160.8665940343667,157.92078260183936,158.46263523909047,148.00976689026132,139.93608179971056,128.1208867743689,122.65375798531207,113.9612890755299,110.1389884211472,104.62479102940206,94.84664238399178,91.66063097251603,86.75075854544755,82.3605047648098,79.82651919183147,78.98103237398752,78.98103237398752,79.85625669128586,80.62819550188696,81.52885536698517,82.32552048310606,85.94326213870512,91.58017247280002,97.64783649117072,106.04866864328967,109.58453068016703,118.351163165695,125.06287476377385,132.52500452583132,136.10512795123134,146.54049774660933,152.07447297301783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.10752993800216,162.18391382999147,168.11447471756307,170.55403632957788,172.29771573373378,171.07260117114816,169.85185753338672,168.0837201421415,166.32661625660893,165.43010447134088,150.33411877576,141.77603168161778,136.0036893683468,130.88938570456455,119.7946172041661,115.27427026667455,108.38392855188991,103.75788329564399,97.24769756011693,94.13993680399436,89.46470238508726,87.02137097589821,84.87324250418713,82.79853836021796,80.73191669860694,80.73191669860694,81.85279059865121,82.75409421747729,84.02267667270635,86.85339926861722,90.08361725671911,98.15110520494292,104.50518061516581,109.65124293455236,116.74439049944776,121.87000017722224,131.453555218641,136.71835800165545,143.46244920902316,153.71821817802876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.97744823417847,159.63456946465254,163.08459892795943,165.01108974212488,164.29412301421027,161.95047499047354,160.00539334004114,158.12253623803238,153.69746289305593,142.76610539821698,134.92092546527337,125.58437360845967,121.24044388390814,114.64899917106344,111.81637466195544,108.47077282150333,104.60820867265778,97.95723160367677,95.93136725570876,92.20525363879756,90.95421769760367,88.44173960108328,86.80154024836833,86.31725775140733,86.32581897452377,87.1467630849159,88.39531958387379,90.08011666647512,95.29447160028765,104.53564749374098,110.00468972129839,115.01916306730513,118.2946283613908,123.56677423299139,132.0905547578249,137.67014798525653,144.4605422058045,153.86252132975542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.70338100541957,165.25643716352928,168.57046005642343,169.67011281649394,171.36859258196438,172.16598508554137,167.9077776450618,164.8290201265381,159.76129393957183,153.54973107142507,143.59238807239657,136.51662513792843,130.23772519572805,124.90552980943829,116.89040701844115,113.01834984906607,108.49795599409033,103.86221597229324,95.04236126992618,92.10551418885603,89.98167610120153,86.66860862807033,83.73442378615003,81.59902912592344,81.12071693739844,80.65589194869952,81.49240395456118,83.22244438656936,84.93512059880992,88.78451761741063,97.54565392034098,103.95247776808493,112.10970630541706,116.4879036817941,120.9300044032383,128.41735630038107,133.73204107196992,147.19303447550695,154.44705838801232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.31277871079206,160.1159248456365,164.25724583510453,165.47058827949107,162.29449027532178,159.755256453445,155.8117044384192,146.86113217640357,138.74160277788522,128.50922836552434,123.91197924737041,120.4710190094493,114.37646861667477,111.31523018176995,103.68219350901994,95.7892617368268,93.34805638147412,89.2320558625268,86.28616347590433,84.59926163529808,83.33869836022986,82.51496104962666,82.11568042985955,83.39350051336729,84.74619724873774,85.65417862909922,93.46410378724735,100.14109123714658,108.81092872748114,114.15256740943587,122.2783298863921,131.7446040795249,137.88222743574337,148.6980797551177,153.73060156966977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.19691171916313,162.57868496378643,163.76568291198137,164.1762073704532,160.26269624003223,157.27362579774896,155.25973609150796,147.8294325028023,138.3849401917402,132.31918363164266,123.20698361343693,114.27589729810217,108.60746821309696,103.70561804202951,96.26349061433454,92.89702995090474,89.11024006882344,87.0034278995996,84.01977023078742,82.70329304487724,81.37335231904538,81.73558092719563,82.58188057428225,83.94530223648934,85.24473304860072,87.90051694831658,93.3376823142327,102.68696966779295,112.04469980213415,116.57167649845377,121.7594800848128,131.66168280644726,141.30559914483274,148.4030146000928,156.18668017138884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.60247687587616,157.95311285814884,156.58318709016694,154.44003482817618,151.96618332290146,150.12697477151036,143.97153366372027,136.5931190060017,125.5580098633399,118.53636204545015,114.47766327500547,111.08322438255082,105.79812763219839,100.39592622543519,96.70312236647254,90.02122627352438,87.54596832547293,85.42458904188707,82.82275414914498,81.82774085034337,79.78123451165091,78.04364382819713,77.22993796378988,79.34418836799234,81.10053289190421,82.55229738267155,89.56263613247927,95.98814837577551,101.07859141821808,107.56729568373918,114.30743195300525,117.51506312087015,122.13263076940659,129.07200099549243,133.865578369023,145.07433273010278,149.47582348783186,153.31867420772866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
