0,1,2
53.066560166813964,48.60341375309192,good
19.0724581433611,3.275002653858704,good
0.0,0.0,good
17.345994147734505,3.8823345941831198,good
23.46931567259584,3.30764725932242,good
17.911947967714198,3.397409171570239,good
17.369880173573367,3.6267566158234787,good
18.450149327361935,2.5872752298925765,good
19.852414283779442,3.050577706947527,good
19.17459001328417,3.238597905924164,good
22.81200186855914,3.914261867729486,good
17.89181119127244,3.9965416904851363,good
20.609998213979146,2.216715821147409,good
23.72726442316534,4.130647932085223,good
20.3632690477489,4.996966613285641,good
21.38707745879875,3.8293322422620126,good
20.450031285900014,3.401018240833518,good
22.163343127057747,3.714028558903437,good
21.531411740343746,2.8001713460208197,good
16.747286919248197,2.3766058942868216,good
21.169942093001993,2.5306835041712734,good
18.503104571913788,3.3615415827199135,good
23.46428309637386,4.169274852083038,good
19.188911556800715,3.364990291751599,good
21.478439216577982,12.930006706795389,good
22.310833164776675,16.11459808528778,good
20.775789037160976,15.125266895826503,good
22.14214631164354,9.351490084036898,good
21.89810153271003,3.9318340638858005,good
16.95383344657591,5.555093578565855,good
27.121840681619368,6.417634055038758,good
19.730679149805695,7.0807297868072006,good
17.980650320508207,4.298569950690347,good
22.36334834512839,3.7786786291757064,good
17.591470478135324,2.9020934690288294,good
21.349295766719212,5.420579658393802,good
29.81126695338674,6.395403726273991,good
16.550302964586248,4.7740420651459825,good
15.475785605762766,4.422373863309972,good
19.889968814480433,4.642186101487969,good
16.8943800490845,12.804939545842117,good
24.08693391836419,8.312027183241966,good
19.316454979707405,10.108997215800018,good
27.646352376899017,8.994545017044674,good
28.671968509669195,7.690241691437249,good
19.940137594359534,12.173347100726167,good
18.29446896256955,16.260169824832342,good
16.795012579088173,13.110000832865065,good
18.966359150216547,18.745202253428594,good
31.706475612095982,20.624578194210887,good
26.714537126747704,18.976310334340514,good
22.73879115720881,13.315867429142576,good
17.882429949597366,20.575656275959755,good
28.45410142643257,41.644972597068424,good
17.87510266025747,23.594131228252916,good
20.15204098781029,19.151663625603227,good
18.073819951173828,18.25916633227634,good
26.80149217720124,17.239615459176527,good
21.64672784720989,14.316680673951824,good
25.728453923396323,20.066862710848802,good
20.55878551920807,15.277662916592343,good
19.15752891579829,3.2507507343935678,good
19.182700801163904,3.231068244776648,good
16.24828451158098,9.545961639047208,good
29.973692615425666,8.328743986454874,good
16.432986801271436,3.5685256774274965,good
19.928191745491592,5.650536107742941,good
22.820651005645473,4.200487707702647,good
28.200205043185843,4.631467502212721,good
29.98911874848052,3.6498291157413902,good
22.25963789709534,3.250462089822657,good
18.168589612707677,2.6142677987513276,good
22.797397725602796,2.8598088746560273,good
16.381991437588468,3.5223427904958258,good
20.59492847942172,2.9468543998320627,good
17.632967876577606,3.6314127710055453,good
15.729559093751217,4.974761500629129,good
22.28791271561978,4.216853309606702,good
18.931626863466928,5.510571498377937,good
29.606283324445435,4.447769154475026,good
20.46749248894914,4.044577237387472,good
18.082866892144903,7.221234523083121,good
19.980268822497287,10.9709444770773,good
24.03200345192788,8.862560479191592,good
19.20473729494818,4.570682118911432,good
19.87527241765785,4.237703511010888,good
22.013927217001406,4.565303702123259,good
29.201326716757222,3.3974479800422364,good
28.852889678596522,4.040372720589578,good
19.37212260055122,5.8046728145539594,good
23.294061581606627,3.3148238222659634,good
27.68307967843084,3.6515131664956697,good
26.220246551955785,3.9490305582829017,good
18.728534288166788,2.135341551609653,good
24.43179628114885,6.767200261113404,good
24.365942744448688,5.866005787957192,good
19.750927755826897,8.611333302207074,good
46.49765182571463,7.692893622088692,good
21.409718266126216,5.241443460976596,good
30.246228140720287,4.569625643011432,good
49.7418222548926,3.8176695534320637,good
