0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73
142.68976218932193,155.2640722486557,177.6723037181399,181.57923173043238,182.8909736347164,183.17297105583125,183.5593878193398,183.79183556272778,184.56299122755246,185.05435026863762,184.1990447340643,183.96571144162763,183.0890526206752,182.41236465911336,182.18169228086532,181.93076512619015,181.4724528409832,180.56688024180667,179.65135372175533,179.42784502404484,178.75157391179687,177.81458256067987,177.74572666972347,177.5147117610179,177.18004130785235,176.979203934156,177.54376368552292,177.19567035795149,177.88596982102737,178.01172594242183,179.42377650950363,179.85566472310407,181.556171909839,182.6127032525329,183.1971557254786,183.27064153776092,182.8305586758259,182.72528765854264,183.39843229040648,183.37039423073455,183.09764641407563,183.09764641407563,183.43818195557722,183.21100645255802,183.22309927203085,182.33896336740827,182.39149275459272,182.38106849874242,183.05020188060098,182.59869576555553,181.91580989320573,182.19106779586872,182.58088278700166,182.4167673982389,182.6210600358294,183.2588743063338,182.35942157051912,182.01985883298715,182.2793599941671,182.61075613655137,182.88720227969955,182.66238455210603,182.60970718053818,183.00826135411205,183.90386235558125,184.2287951851999,184.1290515135384,183.2143440640577,183.2442343925358,182.65730455841785,182.10395163812228,182.0681864870166,182.14173145340055,181.7627025339689
181.39200574228983,179.8491498041221,179.535334594683,180.26696309353792,180.7604484185206,180.76490466779322,181.1321802751313,180.40695597607206,180.41159050803975,180.6502115310441,181.32633600660762,182.48536983231446,182.6099205508204,183.53879729803444,183.83502648359288,183.77744647921978,183.43464520427534,184.00330693536625,183.65467558384813,184.75157603468247,184.72758617725128,184.72758617725128,184.35278043354964,184.82897970240572,184.2320964335529,184.31434305056305,185.0587582132632,185.02081297443237,185.05191855953976,184.90729984228815,184.92124211711044,184.8902617232624,185.2597280160562,185.2744849232397,184.68479523330288,184.64752613336347,185.04022646974806,184.994115402964,184.994115402964,185.34331753016156,184.6159025456466,184.86324610110887,184.89359009883842,185.37410041559482,185.43912080901742,185.66894545953008,185.06170966674517,185.0953672783309,185.43830412348555,183.5061752113002,183.98767406393722,183.52739457710277,184.62846954767542,183.35251433933152,,,,,,,,,,,,,,,,,,,,
181.97725125762352,180.919452820273,179.85779321193218,180.3446451765962,180.876343214765,181.26981552336488,180.8895460390661,180.33080673080306,181.5446032839471,181.1867888598657,181.23960643368758,181.71525477585382,182.67128636407324,183.35423559125624,183.2795262264305,182.9195001121903,183.00039003732508,183.59469916228292,183.57658860145534,183.00950261338278,183.48271247653557,184.042867730053,184.05277195297836,183.59694449456165,184.30734133683276,185.38471318477934,184.5402816695089,184.84094912636752,184.86027642518346,184.86027642518346,184.46885523655806,184.46201558283465,184.86027642518346,184.63322635602262,184.4633856762039,184.68479523330288,184.5587896665611,184.5438530229933,183.82387282688907,182.51387986151906,183.21640665881492,183.23611624851324,182.67793753297428,183.0474861276055,182.30895140925819,183.03687446767432,182.65476361176172,,,,,,,,,,,,,,,,,,,,,,,,,,,
183.32391159211022,182.97403270514184,182.03180803462976,180.07647079812085,180.05769965774854,180.16041448777395,180.81885809098492,181.7296138289308,181.88200887625874,181.5078987537259,180.43993772995177,180.4558715604016,181.17238265352066,181.43108041395718,182.77086023366587,184.01232677583508,184.3104335858109,183.48706427137213,183.67333501089587,184.45533578736348,184.65262610893996,184.8791048414182,184.55967699417906,184.57657591110924,184.07030297959048,184.0979571602314,184.5485234456509,184.90179278645627,185.02717688793288,185.14364209778628,184.2818980861384,184.76495482022685,185.1876681443793,184.85553810403044,184.4633856762039,184.85553810403044,185.11079585030953,184.5228899982738,184.5087684623669,184.8649543954142,183.88194531931953,183.73722673770314,184.2243950715273,184.2243950715273,184.22300157938537,183.9053144334466,183.73662097084133,182.93910892016623,182.71250183143283,182.52851277101365,181.9601803242136,181.77676540301954,180.90099889792288,181.43117577426048,,,,,,,,,,,,,,,,,,,,
182.85936136901066,181.82322054201646,181.5912165712604,180.85802652138076,179.91114972638493,179.91417226246006,179.00295466122122,178.64065554683023,178.66036513652855,179.870526098292,180.44692892510685,180.79378961590936,180.13946598948408,180.45995052105243,180.49402161819364,180.8909220418175,181.1375561308869,182.12990938867247,182.8173370514816,183.13363566818913,183.63812219374802,184.76541111660848,184.52899359841396,184.5142112528484,184.5378849359455,184.4963168073594,184.60706706660184,184.60706706660184,184.04602850298608,184.04602850298608,183.69292517246276,183.4974045541776,183.74873983598232,183.74873983598232,183.69018008447318,185.2987319719459,184.68479523330288,185.73428073079077,185.53620426462706,185.58866959905936,185.2373248415349,185.6822709551732,185.20207650239217,184.65081188073137,185.00391995224035,184.45335950011633,183.87691747659906,183.64014291959435,182.5935829239006,182.6311941590759,,,,,,,,,,,,,,,,,,,,,,,,
181.94700537999324,181.71870016692398,180.8814469034879,180.1953574780147,180.99109987014555,180.6269917833923,180.60050275175524,179.28986984299888,179.9100317268994,180.85786428886337,182.46216304659688,182.9396702525218,182.81874754849102,181.17212862093507,180.93002714563016,181.9517464281597,182.3898775976936,182.30433014208498,182.7212968781879,182.95021556659606,183.24282668502184,183.28328551352863,183.81261522725416,183.58480751181474,183.92700848483074,183.2431140935282,183.17983011986425,183.86139744985502,183.42318445928217,184.04385638362393,183.8034300077499,184.45565840968445,184.0538470299889,184.07997615975086,184.6645798272514,183.9888785891746,184.65168499185668,185.00699867208525,184.97999359340326,185.18896617146132,185.55360664884515,185.53539454348856,185.18445031869965,184.32824152783965,183.73888368773154,184.0959733584726,184.15848625626072,184.37170027631353,183.60613689702362,183.25871792976255,182.36787596362316,,,,,,,,,,,,,,,,,,,,,,,
182.1444138783667,181.7869331877075,180.8960565050239,179.6351081870437,179.27005802514634,179.85314599712044,179.27005802514634,180.2153230637365,180.2153230637365,181.41527601625785,183.06586876094536,182.45939997011578,181.28241630605737,180.7374862841501,181.40155757781181,181.11447217068797,181.13837848116253,181.65600410871852,181.86324366490894,183.0370507327294,183.37878728457432,185.4067042638751,184.92984545082766,184.9141316919974,185.11949373298356,184.4885563489111,184.7924748464266,184.42815925965803,184.42815925965803,184.24118699603906,184.603204619589,184.74513026757168,184.74513026757168,184.3324458243129,184.29271481318145,184.30637943956518,184.29271481318145,184.29271481318145,183.93069718963153,183.90483836117505,183.71750478192916,183.49539939311626,183.69254735756823,183.68352309600021,184.1840301124766,184.2695695884141,184.2414705388419,183.98864375578765,183.41077864828463,182.8545661253766,181.72691769617933,181.3748570369152,,,,,,,,,,,,,,,,,,,,,,
181.92958126242308,181.91944333402654,182.62780680273355,181.82614632305425,180.86426140829002,180.6341292997929,180.40388532220695,180.64810819856882,180.54424659132644,180.12028386061456,180.10825490238184,179.70470067128537,180.7001230637721,181.18773110734935,181.62372401748146,182.45000045950675,181.93776759121246,182.26808822403936,182.2109205817813,182.43899235685248,182.876277452081,183.06069312108545,183.0363230781805,184.30759860869563,184.26999199102005,184.32046466160588,183.81867647617673,183.9627363777899,183.9627363777899,183.95228666433414,184.1569407308924,183.78983067118298,183.81350435428007,183.8768570027584,184.18379179939305,184.41424285726322,183.86142052919604,184.24117890163848,183.8506935526131,183.8284828174839,183.16595131744376,183.59481142268064,184.20191275424378,183.95109983952065,184.5411547232678,184.8184026710485,184.4565889789771,185.0054013650311,184.87751552206498,184.54154277678657,183.174204740678,182.85260376898393,182.6898527599975,182.4610546505303,,,,,,,,,,,,,,,,,,,,
182.1925937524096,182.42055161723601,182.3723000263738,180.96070885203477,181.08197083785186,180.13670722218959,180.18328721711384,180.2068851480337,179.81214565833318,180.2301836907936,180.50307057086255,181.1836812717977,182.45028150474593,182.7849287941746,182.80122915774993,183.11335799666227,183.55426424953933,183.5465137131792,183.75554761421802,184.8812991024065,184.86460331224364,184.69214869242865,184.87296209447283,184.64244414982198,183.7892861461641,183.55904853803028,184.1423942176731,183.85850889159067,184.45093792881895,184.82239132221238,185.41260112587855,184.11590518603606,184.49894084718136,185.24024766942287,184.49894084718136,184.49894084718136,184.53561735212168,184.16775505876595,184.15459269292515,184.14126602712892,183.74266270662437,183.48817804978435,184.40082257976277,183.704317342256,183.90943262177728,184.15861578380768,184.58320343600172,183.9834183964972,182.66473575752264,183.63246971874958,183.46135309270414,182.3585165245706,182.45582063268103,181.83130990241926,,,,,,,,,,,,,,,,,,,,
182.41562931948496,181.81702725661685,181.11556554494487,181.11556554494487,179.98624351058533,179.9367084215979,178.98166648473537,178.75223765617062,179.11596684322848,180.28702522581955,180.50157394947416,181.37548181763856,182.91600225012343,183.06847156893187,182.60969081763227,183.5440483997832,182.2370318098303,182.37115269078848,183.23013368860134,184.34156386577848,184.4563500056466,184.78588397566028,184.8184026710485,184.6082562457357,183.90094239264783,183.86015168840248,183.4106647315842,183.2040089535027,183.00174265306035,184.68946610899042,184.13699995020247,184.1608624827393,183.5768876633901,183.81645866546054,184.0887464997245,184.66943548016314,184.47629876991184,184.82239132221238,184.6627997836612,184.47368576771507,184.77533585327748,185.01840366518636,184.56905295602843,185.13321282191507,185.09901658386158,184.75645148535554,184.23276929658317,183.66224038535424,183.17131768331896,182.7027681876937,,,,,,,,,,,,,,,,,,,,,,,,
