0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
161.060445497454,157.842804599238,154.303597911715,151.415997375229,154.370629970309,151.781350678368,153.44651516006,158.063279699194,158.064802166663,157.906609618535,158.092982018728,157.176879296155,156.676392805061,156.255530308916,154.072353152785,149.85673474736,147.239599836932,146.390246357561,143.374613428272,138.373287278376,136.414981351378,130.183793388688,123.566318734573,121.851595802572,119.337078948548,114.683148611192,108.345818565925,102.384467193406,95.9439357973439,92.8431949601852,90.4333939996685,86.8101962583714,81.6809202910838,78.9485041112174,76.6191201696713,72.1477324142065,66.888958905892,66.7990088184947,62.8938257697085,61.555679620402,58.4262719123387,57.6488285271688,58.4408931033513,55.7565323044607,54.5672063834097,54.878540081688,55.7873753902943,56.5893402799315,56.6639698600035,57.4302404786442,58.0737356605418,59.5302342104163,67.1495734997406,71.7550439094223,78.5138547046179,83.6272413969456,87.7180674344281,97.3790902332218,101.852591427469,106.621339743114,117.240908281758,123.566827600682,127.30835083856,131.972738562139,138.927517797821,141.418217877125,143.203006869471,149.381368156356,156.935083928346,156.738940257486,159.277385688831,158.243039054494,157.139900617156,158.339787474414,158.299463260683,161.272362030141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164.457677464421,166.893448381397,166.528714604363,164.838061032542,163.789708447244,162.209858573013,158.981579385438,156.349732095958,153.488165878751,148.512356509885,146.324979331563,147.762504465471,146.715436772985,138.933234746935,135.178613089291,128.20449653419,123.525772804121,120.475357760835,116.022827057241,107.250781285792,106.071323540844,102.519932898269,97.0338644692306,94.5379918680763,91.2441387492177,85.8673133768348,80.2285872373896,78.5872943018465,75.06087696316,73.7080722031017,69.826133300253,68.291344932294,68.0776921388142,66.8374001301734,61.8432551763073,63.4981466651869,57.3683115280325,55.6141990234152,52.157628118514,51.4134460883634,52.4811329951501,52.8277527621793,52.5223842544781,53.717489880241,55.8831922823471,57.5353237763943,61.664323197033,63.6594926492678,69.5533036794336,73.3927410500505,87.5597370920221,101.45597447101,108.186078758908,116.660574670962,127.252547933557,130.220981725037,136.969204463105,142.38181842192,144.764062990841,149.170950588402,156.708245699331,156.171429386196,153.795818631281,155.882509413524,152.840715121205,156.159256540441,159.886362315182,163.176878259829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160.413175752883,160.367612071123,161.497588977675,160.80132336136,158.330609646823,156.128612652548,152.967315380533,152.558179190774,148.885586610408,146.576182152074,144.662371968502,143.014770653221,136.887386537209,132.354852101369,127.705331793712,119.712295604202,115.66555906114,113.648950085112,108.853053410567,106.16036082288,103.664331287999,99.0296249599907,94.8495914744713,89.6406525357105,83.8620650546789,81.0225815661374,76.1561534990281,74.2339423944228,70.0649645418201,68.8604499257997,66.8295193227113,65.8103508895878,63.4240175629295,59.2687818568368,52.706897033171,48.8348895536307,46.4386997008358,47.9652653014235,46.4290070565674,49.3985045693876,48.1729904661408,48.1065179938766,47.4691798579566,48.041633135916,48.2025866005455,49.6463354911959,50.4017686467649,51.0065503890088,64.1366140541613,74.9502459201292,80.5721024425056,91.7056722090847,98.693887925414,105.180938370671,119.826590094192,124.734111530626,128.840084697184,137.161677462711,140.880913817853,145.090483391631,148.189381463936,156.219568964002,154.558251536997,155.91898028653,156.399017487441,157.608727299082,161.516636452467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.599776389012,167.363247794236,167.287458500337,165.983934436442,164.339669326283,163.94790906616,157.874691543007,156.085998274366,151.227919707614,147.531666589772,141.869138725547,137.423909081968,134.58828547765,126.707459266875,122.223355230748,116.781334835631,115.710004096276,107.807320631304,106.050578584813,101.58741003027,98.9379798968844,95.7834704297887,91.8247824678913,84.2681957788384,81.3860890518049,75.920054646299,73.1985120630818,73.052290864576,73.8928554820807,70.6976912960842,65.3948760820484,63.7359557048705,64.3085217099442,66.6803760955501,62.4034558077248,61.0846958197737,60.4985005123554,56.5879294179009,57.0457144799661,60.8246368212161,60.9145419569408,57.8459357157677,62.9515054470397,60.5389595916654,60.8551582552557,62.5492514728958,60.75233628986,66.6361475543337,69.9155206144684,73.9026580598418,86.8062614498924,89.4824010622811,92.9304233610642,100.471052114023,110.539235653991,116.590401687818,128.133534960636,132.837347934082,137.817218290341,146.250009182375,148.077307934475,156.241907644347,157.287616955099,158.714829408194,160.45139344882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155.491230857968,156.365013814691,160.256543987876,162.054175019369,165.162034326941,164.567434508593,163.769406934573,164.379804327763,161.269317664348,159.07418606215,154.88176456064,155.581882549813,154.462873710211,151.808789471352,150.31688669304,148.186127009965,141.552595701611,138.589684403268,135.922820192161,136.23711234149,131.70282612839,129.500513572324,127.560723784353,121.619700764032,119.245076183262,113.94834885159,111.475449595477,109.072287763165,102.647842455811,97.672368764792,89.9731855503311,87.6918428560862,83.1727996284537,78.7981109490899,76.5797599928934,73.594742608872,73.3706984207151,74.0306652766034,70.3147465542527,68.0206054852118,66.1938184038413,63.694567581163,60.2796425050328,56.5506337636904,54.4090692333393,55.5246237161196,53.6895886747775,52.2270608787526,51.4973574643715,50.9720649841559,51.8549274026201,57.4059129901498,60.4441512295704,58.8786542067103,60.6613499064812,56.3220284847157,53.6507825186982,51.235056401675,53.6859518753916,65.7627962094046,61.8418933678007,68.6051388288449,79.6892565321376,91.5223624024489,98.8128487311978,105.528099375457,120.713861331752,127.632581356219,137.458239372551,138.855073596175,141.703765564544,146.578906060039,148.979482878429,156.274029071441,159.163324635056,158.696309744645,160.891875596994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.673514056528,158.824317309874,162.900040895407,163.573921214503,166.946999997646,164.072404268187,161.973787211,160.992289181844,158.367036251187,154.664716603413,150.229235955452,149.955569008627,153.952345264921,158.773694833307,155.178102972389,153.163975300489,149.846329811583,148.583154948673,145.025469741445,143.421816368881,140.890260909212,134.699165736053,132.407697217651,127.864477816842,124.299433186907,116.55083915219,113.476805031532,109.358554933887,104.608616896186,101.429547706324,96.6625613979031,92.5941990433815,87.5888270284415,86.2013214623007,81.6854438525142,82.4750111598848,79.4524397992615,76.3691109553036,73.1487178283498,69.615827515452,68.6253177035348,69.4772892074783,80.2531421096948,80.3721180450458,94.0603515725019,96.9671502486072,106.46001481204,112.582295872381,126.568793680603,134.894564534113,151.75959852753,151.014138050113,149.960045132962,153.675262988389,155.07273613907,156.515292810073,160.765903823069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.86134219657,142.710693723391,144.151149494074,143.524377971573,146.946326881895,150.259219321224,158.520825526176,161.515578249062,166.392997868316,167.451702102445,164.554792006524,165.068582821862,165.210639138898,166.028373415497,165.294568467582,164.51230175394,164.765322173532,162.701447880826,160.941583267085,153.887758596421,154.545867687265,152.307421349108,143.773116746563,147.184615961375,137.471286953219,147.615190921018,143.041815891784,131.697539571661,150.175319236915,139.539629335257,131.735716275982,111.292814999059,106.748817641057,107.279088942412,103.108364571034,99.152808423397,95.033680396672,92.6749959628253,84.3746305153372,82.8444584651141,80.0635086534069,77.3543761976138,75.6209549786929,75.2924120680473,73.2374455381673,74.3159210119633,75.9319494393768,75.9246709887653,76.9978954289955,76.0785775797938,76.7594800848128,81.3140167419043,84.5494819636859,91.0683407767206,96.8720322128084,105.60391865,111.523367776818,124.422029532433,127.60928639498,130.316932174094,141.459848612354,141.568285819964,145.18031911843,150.927750291357,153.949339584515,159.056927027013,162.010701194524,165.757220027448,171.556881328297,170.094392404689,168.815462684957,167.595292046512,165.313061601535,165.776369604624,163.72934537548,165.068582821862,165.615020445092,165.403507536866,164.012710402763,157.857117004442,151.732390853399,149.5832626998,144.430682055989,142.209536693598,139.244905019317,129.92371164262,129.893582973138,127.382867043349,123.631422941021,121.757943263304,113.912035614857,111.832537641173,108.012567813825,104.036243467926,102.66981426495,99.3253583229276,96.934370673988,92.8587547565271,88.6425912819505,85.0065990759713,81.7476087694373,76.2829131134716,75.5024572699551,73.7368492935994,71.7206049474148,72.0082804999468,72.0372005442462,72.4585182495077,72.5688260618103,74.1153060709391,72.3458776795225,72.5945108698848,72.9212490467491,73.5749127499911,69.9633710466687,67.7167390905782,71.6692526125467,86.4808103133531,86.86622944549,93.2254670489324,98.1781882557672,133.404972243993,137.346273972088,140.556386356652,145.924595520772,147.481566302165,151.854033742603,156.827378262114,162.805707737719
165.427507160386,166.353159073497,167.348182903975,166.243364202789,167.310506751076,166.081468651845,158.922536269577,161.634165473487,161.939035515183,162.927056260644,165.395046693097,165.353487284861,161.557463225511,155.737535863118,152.708439153498,149.876942283618,145.134672328861,143.287805804555,138.223740379541,133.608798165632,130.799921190729,124.34832787944,118.943724240474,111.517049161897,97.170743218294,102.605809612504,94.5502811376638,90.2706600688337,82.9941808235507,80.6744059477818,79.0130847070127,75.4635935981799,72.8497261247629,68.0939818455998,64.7367400985979,65.2344825045598,62.791755827022,65.2829641291727,64.3464067143413,65.1571453893206,63.9350298027331,63.5272124782986,64.2151218862852,63.7439441478795,65.3524210295931,65.0672641729832,64.4153750158844,65.4472160181874,65.4991638800815,124.821015896098,159.435822977598,187.879968285407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169.264366314225,170.114039776173,168.310428608385,163.772461633304,160.747741655331,159.181195832306,157.875862915238,158.51218161349,159.450288865309,160.527503846171,159.52472225136,161.116666076319,160.597203644654,161.38281760064,158.499308080061,149.828604807545,148.717711636584,143.017901204309,140.64416375081,136.011773663645,130.723393117283,127.401917597461,124.65225898876,118.796080332231,114.384886987412,110.943379089141,107.834371402283,104.835694328679,102.383950363618,98.9729735739638,93.3050022206315,87.8470372108995,83.410949850649,79.6516625310374,77.3533847676575,72.9993875778318,69.9103538297117,69.3352952118399,66.8546953743305,70.299566008862,69.4500720133147,69.5795925925611,68.604943208476,69.8766941312848,72.6480706947737,78.7810255388129,84.0037413457811,93.6858965704668,97.9323030576061,102.620617485142,110.14195715123,115.413331507868,121.833993829444,128.83886067797,131.069855869276,138.022776970584,144.158569890906,145.323863400295,149.24614699284,151.071560974724,156.786006741689,161.484246002392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167.478782895184,167.329061636663,163.544075253838,162.857218063328,162.669881039938,160.011228175599,159.695058357388,157.69193507294,157.692520179876,155.560072688482,157.11388293392,158.091865752693,162.180855446826,164.787617716083,164.394858769965,161.143766272909,160.574754397008,159.434253001734,154.724247159675,148.118465168442,138.204921275568,135.228184263546,126.304162437281,124.771378079315,119.993556005748,112.226549689039,107.193236028021,102.722802560604,101.180323240571,94.5628587733029,86.4530250188112,81.8912607244637,75.3395657367206,69.8371666976305,65.4714532208483,63.982987056378,63.7819960674362,62.5784449417177,60.3048299241818,61.0890595101837,62.1446034931657,61.2292688345442,61.3112803127604,60.7509862167239,63.0770970668632,62.8235471044295,66.2053598693202,69.5459340841387,77.4763859678761,87.2784223950023,93.5968385813245,99.4284499600275,108.407103800242,115.53502434272,125.559399051098,129.960072852203,132.624828785001,139.183409176713,142.632741494177,142.796492891069,145.375134879451,149.607656184618,154.873205602956,162.197114206814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
