0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
167.89834747866058,173.86062438540114,175.0413103218476,175.02333378236946,176.1601498272863,173.60436346142006,174.2429264889153,174.24107060618152,173.65294912705494,173.91602368228453,173.60134138536657,173.60134138536657,173.62104727755278,174.524248498579,174.50828422495672,174.20682360482652,174.12688504269545,174.16522046318727,174.41142247892813,174.7925125069092,175.02817654840013,174.63789762571406,174.6621036992689,175.10937831141115,176.52221348020183,177.06966769915883,178.41468094113796,178.3867522182644,178.6920806601256,179.37128817968792,179.37788353998164,179.92449781232767,180.24607634744726,180.47776836952335,181.15212126446275,181.47578995992004,182.03725150792386,182.0257682373064,182.4958560495138,181.9118431757589,182.4666009485254,182.8142059420852,183.14546542030988,183.3951894407507,182.99938947957142,182.98932116436978,183.01006888623488,183.25497410768972,184.4291610022594,184.43762544000447,184.21444338599383,182.99458394466402,181.9808233709514,179.561839297939,177.83533306201957,175.43714784882218,173.07229244031194,172.40847783627925,172.52193195842756,172.2944383181377,172.2944383181377,171.8177913278415,171.9612037182279,172.15583187609315,172.26495794279117,173.80470465004197,173.7891541606659,174.1516267362193,173.46669429187966,173.7536003709288,174.10884299608261,174.29645980811895,175.20022316813947,174.28171322789635,,,,,,,,,,,,,,,,
174.55220419529482,174.92282344915182,174.9192879694044,177.11066847451482,176.51928451795587,177.32833378784727,175.74423260592306,176.64471191567358,176.3214048948304,177.07300770740903,176.87812429665192,176.87070267271878,177.46161064804267,178.3193613834644,178.5493523955792,178.96182575665878,178.93832681358452,179.17551796068358,179.16753241919423,178.8264246449981,178.59566466563072,179.1510222536211,178.77251501226672,179.2004046369556,179.42932282177208,179.7662703284409,180.32486541091,180.3454052549737,179.68238605852753,179.4674684505413,178.97779003028106,178.75724585533882,178.5493523955792,178.2525479521583,177.64097372988783,177.04032980631604,176.94072949198133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.02840548136734,176.75893728912794,176.1797817246331,176.18883305125718,175.63875317007668,175.63875317007668,175.85338500829673,174.98027624156518,175.55436616227917,176.36724825117457,176.6130140682361,177.60275253289186,178.59253969644,179.90538274554171,180.72670986659188,180.8756807373593,180.48210545565559,180.86098077716167,180.63347029523263,180.6447018206174,179.94757336061065,180.2740149338066,180.20991264341075,180.6461806001328,180.63072648451256,180.6444999811596,179.9758449510461,180.2227579961915,180.02264076151243,179.6684859342397,179.58544785485014,179.36326205089767,179.1262025717701,179.32638572297117,178.73520394936494,178.96458626904408,178.73820451180168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178.5152851107655,179.59363597707548,178.86687158516466,178.968096179571,179.8243164124029,179.8243164124029,179.15525839651522,179.03886370193754,179.69641310951968,179.72803841305455,180.06416098047424,179.44011603221418,179.78984049139132,180.0062666279432,180.13151652255883,180.25644943498418,180.03062716774335,180.79044886658895,181.35534178115415,181.0303885369884,181.24223833457864,181.45420902237862,181.99835619921146,182.01560548662349,181.45518893792163,181.80112731811744,181.77405722991895,181.74393271695394,181.3754136798003,181.77405722991895,181.68700156463782,181.24155839696155,180.4595473467266,180.53704387259955,179.851486066801,179.96342152162595,180.47876626104366,180.39305717010194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180.16499641604892,179.51910407202595,180.05918983381292,180.92360611096518,181.1392047653983,182.33178210684235,182.5694440908153,182.71555122323215,182.1542230931578,181.16285138602385,181.14350213279846,180.58230615837758,181.00824157548317,180.89788211698993,179.70575450751926,179.70575450751926,180.53993357457296,181.32681158084165,180.2323292168681,180.63113972895198,181.68225494004525,181.64267890977754,180.9714289522302,181.90959629970504,181.78722919687118,181.75085418654285,181.19095386616644,180.81769826133575,180.2740512810053,180.5000618869295,180.60954904878304,180.21539168490435,180.36246281630466,180.2232409111643,179.75023793986847,179.65786405848976,180.48885567579245,180.60156102046042,181.4703427941129,180.59299944443364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181.1373504277533,180.59299944443364,180.5923722308043,182.02596524664497,182.02228725335732,181.45924756196789,181.35361094665657,181.29018160667147,180.7486495146344,181.4790981679736,181.02601531203442,180.5857324685753,179.91746508227834,179.73129333236926,179.6510561006272,180.8089176287581,180.7484679424853,179.20536544459043,180.5139852894815,180.74325490484824,180.79014383955732,181.01554757926155,181.58179560322338,180.7957235527393,181.69489902492202,181.7378178735657,181.7378178735657,181.75970985797508,181.55564677264047,181.10671262759183,180.8848563551588,179.7229889428167,179.79012628843245,178.8052506566213,179.52350464603015,179.84829043527125,180.38273759094832,179.74599964184597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179.7564271677281,180.28964081505086,181.58637215405602,182.33085060992838,185.43858241690083,186.27146325888185,185.964505286585,185.01441361376132,183.05869757409585,181.2040136873526,180.85487358200518,180.19737272390068,179.75784682489393,178.5075305333961,178.59826849724834,178.09105937335886,178.10994307633842,179.10403629123462,178.88201096546686,179.48099710532802,179.49758155377253,179.369635052168,179.35660430016165,180.39219153076618,180.34254719832833,180.5599830803381,180.58525691174384,180.58525691174384,180.58525691174384,180.5666609992278,179.1926180046645,178.17829744913888,178.5322876666612,178.67183153895044,178.2881134066427,178.2228033680267,178.68966632260464,179.061601021401,180.2474364431191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179.6170933506981,181.03571744367355,183.30186567443502,183.3145858206435,182.6598054183758,182.63069950092824,181.74178516830258,181.7376996839752,180.6587439264891,180.4516270043541,179.8107742303501,180.03998309156492,179.40078802496322,180.29667857513724,180.42599250257706,180.8211991711326,180.58060107146827,180.9616901947686,181.50416214468248,181.52347907700127,182.0305245791014,182.29438945473703,182.27334610630737,182.31021992692487,181.7474648062331,181.42792756913354,181.24568275536205,180.28060756161167,179.98044290227972,180.07147024945064,179.1995633727773,178.19319353061763,178.6328516951878,178.83890412958604,177.92201310906398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.44691424655554,178.8836897354445,180.06470148740686,180.61106992863046,180.27452889826958,179.3828595869893,179.94385020509785,179.94944342659218,179.3997022292696,178.9631199418803,178.69735906502717,178.26590774813351,179.17290277300773,179.1501708640584,178.75731358533798,179.4907175950225,179.82179289300424,179.52295277821344,180.09081436475788,180.1439623544582,180.34965999485343,180.3106730003056,180.28776385338048,179.92597448626225,179.59693182406383,179.88460633519185,180.04526923960287,179.49827936575178,178.61918793442004,178.95051658279468,178.69743383751657,178.69464312188762,180.12581398204378,179.87864527584782,180.4111826766372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180.6125012684999,180.837913526577,181.0733286519502,180.06470148740686,180.0181920233649,180.25055927075186,180.7416351882245,180.18217792759495,180.1929610636771,179.5841958191017,180.36646810756284,179.7436050020704,180.61084956827952,180.06264113340166,180.4468953885675,181.18479325236936,180.2484237190908,180.2937252025699,181.54294757081982,181.52235387624512,181.40326322036958,181.64916634364027,181.60817571891536,181.65042728853493,181.65042728853493,181.6515867268768,181.45003164598887,181.78744789779802,181.02723007134176,180.56401662302375,180.38380359915547,180.16103324521768,179.94512144683802,179.6763992427788,179.78584452504506,179.54324275686506,179.32422133511446,177.84671044503904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
